Strategy,Label
Ich gebe die Teilarbeit weiter.,-1
Ich bitte jemanden anderen um die Informationen.,-1
Ich recherchiere selbst die Information.,-1
Konfrontieren wieso die Info. nicht rechtzeitig bereitgestellt werden konnte!,-1
Kontakt suchen,10
erneut um Info. fragen,-1
Kollegen über Ärger informieren,-1
Kollegen bieten in Zukunft Infos schneller bereitzustellen,-1
Selber Informationen suchen,-1
Warten bis Infos kommen & dann weiterarbeiten,-1
In der Zeit andere nützliche Dinge tun um keine Zeit zu verlieren,8
"Ablenken, an andere Sachen denken",4
"Schokolade essen, Film gucken",11
Ärger rauslassen,31
Ihn konstruktiv darauf ansprechen,-1
Mit Bezugsperson/Freunden reden,29
Ihn unterstützen wenn möglich,21
"Fragen, wo das Problem lag",-1
Meinem Ärger Luft machen,31
Dem Chef die Situation schildern,35
Das nächste mal mit jemand anderem Zusammenarbeiten,-1
Sich mit dem Kollegen aussprechen,36
mit jemand anderem darüber reden,27
"dem Kollegen sagen, was die Konsequenzen sind",-1
"den Kollegen fragen, was die Ursache ist",-1
"den Kollegen sagen, dass man sein Verhalten nicht in Ordnung findet",-1
mir selbst einreden dass die Situation nicht so schlimm ist,33
"den Kollegen Vorschläge machen, wie er es in Zukunft besser machen könnte",-1
"dem Chef erklären, warum ich nicht im Zeitplan bin",-1
"Freunde treffen, um mich abzulenken",4
Ich ändere meinen eigenen Zeitplan ab.,26
"Ich sage dem Kollegen, dass er mir nächstes Mal früher mitteilen soll, wenn er nicht in der Zeit ist, dass ich vorher helfen kann und der Zeitplan gleich bleibt.",30
"Ich frage den Kollegen, ob er dafür einen Teil meiner Arbeit übernimmt.",-1
"Ich spreche ,ot FreundInnen und Familie über meinen Ärger.",-1
Ich arbeite das nächste Mal mit wen anders zusammen.,-1
"Ich versuche ihm zu helfen, sodass er es vielleicht doch rechtzeitig schafft.",-1
Ich ändere meinen Zeitplan und versuche die Zeit bis dahin sinnvoll zu nutzen.,-1
Ich lenke mich mit etwas Angenehmen von dem Ärger ab.,-1
"Ich versuche die Information abhängig von ihm zu beschaffen, um meinen Zeitplan einzuhalten.",-1
"Ich bitte ihn, dass nächste Mal rechtzeitig fertig zu sein.",30
Ich hole die Information selber ein.,30
"Ich schnauz ihn vllt an, wenn es sehr knapp ist.",-1
"Ich bitte ihn mir, dass nächste Mal früher Bescheid zu geben.",-1
Ich schiebe es auf sein Fehlverhalten.,-1
Ich rede mit ihm darüber,28
Ich fragen was ihn von Pünktlichkeit abgehalten hat,-1
"Ich stelle klar, dass das Verhalten nicht ok ist",-1
Ich hätte zur Sicherheit vllt im vorhinein schon selbst nach Information gesucht falls mgl,-1
Ich rede mit Freunden über die Situation,-1
ich gebe ihm in zukünftigen Projekten weniger Verantwortung ,-1
Eine Minute tief durchatmen,-1
Versuchen die Informationen selbst zu sammeln,30
Ich rauche eine Zigarette,-1
"Ich weise meinen Kollegen höflich darauf hin, dass er nächstes Mal gewissenhafter arbeiten soll",-1
Bei regelmässigen Fehlern arbeite ich nicht mehr mit ihm zusammen,-1
Ich schildere ihm meine Situation und bitte ihn sich zu beeilen,35
"Ich akzeptiere, dass ich den Zeitplan auch nicht einhalten kann",-1
"Ich mache ihm klar, dass sowas in Zukunft nicht mehr passieren darf",-1
"Ich entspanne mich und geniesse die „freie“ Zeit, bis auch ich weiterarbeiten kann",-1
Ich stelle meine Kollegin zur Rede,-1
"Ich bereite mich darauf vor, ein höheres Arbeitspensum zu leisten",-1
Ich rufe meinen Vorgesetzten an und erkläre ihm die Situation ,35
mit meinem Kollegen darüber sprechen,-1
meinem Kollegen deutlich und sachlich meinen Ärger mitteilen,31
mit einer anderen Arbeit derweilen fortsetzen,8
"meinen Kollegen evtl. helfen, damit er schneller fertig wird",-1
"Tee holen und eine kleine Pause machen, um den „Ärger“ zu „bändigen“",-1
"Ich frage ihn nach den Gründen, wieso er die Information nicht rechtzeitig eingereicht hat",-1
Ich bitte ihn sich um die besagte Information schnellstmöglich zu kümmern,-1
"Ich sage ihm, dass es nicht schlimm sei, ich mich aber freue mich, wenn unsere Absprache das nächste Mal besser klappt",33
"Ich sage ihm, dass sich mein Zeitplan deswegen jetzt leider total verschoben hat",-1
"Ich sage mir, dass er das bestimmt nicht mit Absicht gemacht hat, es evtl. äussere Gründe gibt.",33
Ihn bitten die Information das nächste Mal rechtzeitig bereitzustellen,-1
Meinen Zeitplan ändern,26
Mich bei einer Freundin/Familienmitglied beschweren,32
Wenn möglich das nächste Mal nicht mehr mit ihm arbeiten,-1
Ihn bitten die Information so schnell wie möglich bereitzustellen.,-1
Chef melden,-1
mit Kollegen reden warum er zu spät war,-1
ihm bei der Bewältigung seiner (Kollege) Aufgabe helfen,-1
öfter nach Informationen möglichst selbst beschaffen,30
"Besprechung mit allen Verantwortlichen einberufen, Hilfe anfordern",-1
mit ihm darüber sprechen,27
"sich nächstes Mal gleich verhalten, wie er",-1
sich anderswie „rächen“,-1
ihn anbrüllen,-1
mit dem Chef/Vorgesetzten/Prof darüber sprechen,-1
sich in seine Lage versetzen & das Beste daraus machen,-1
den Zeitverlust durch Überstunden kompensieren,-1
rede mit anderen drüber,27
"spreche mit Kollegen, dass dass das so nicht okay war",-1
Frust beim Sport rauslassen,31
Ärger freien Lauf lassen und mich innerlich beschweren/ihn beschimpfen,31
Vorgesetzten Situation erklären,-1
Essen,11
Ablenkung suchen,-1
mir sagen dass mich keine Schuld trifft,33
beim Vorgesetzten beschweren über Kollegen,32
"Ich bitte ihn, mir das nächste Mal früher Bescheid zu geben",-1
Ich rege mich bei einem Freund/einer Freundin auf.,32
"Ich versuche nachzuvollziehen, wieso er mir zu spät Bescheid gegeben hat",-1
Ich spreche mit ihn über die Gründe,-1
Ich versuche die Sache dennoch bestmöglich zu erledigen.,-1
Ich höre laut Musik um mich abzureagieren.,4
"Ich umgebe mich mit Freunden, die verlässlich sind.",13
"Ihm bei seiner Aufgabe weiterhelfe, damit ich dann weiterarbeiten kann",-1
Eine andere Aufgabe derweil erledigen,8
Die Situation dem Chef erklären und eine andere Aufgabe für die Zwischenzeit erbitten.,-1
Sich selbst um die wichtige Information kümmern.,-1
Einen anderen Kollegen (der gleichen Abteilung wie Kollegen bitten),-1
Information selbst einholen,-1
andern Kollegen um Hilfe bitten,21
"mit dem Kollegen reden & ihm erklären, was das für Auswirkungen auf mich hat",-1
mit Vorgesetztem reden/um Hilfe bitten,35
Vorgesetzten um ein bisschen mehr Zeit bitten,-1
meinen Zeitplan nicht einhalten,-1
in Zukunft wichtige Informationen selbst einholen,30
Ich versuche eine Therapie zu machen.,6
Ich versuche es zu verdrängen.,9
Ich nehme Medikamente.,1
Ich rede mit einem Freund darüber.,28
Ich lehne das Angebot ab.,17
"Ich frage das Unternehmen, ob man das anders lösen kann.",-1
Angst lindernde Medikamente einnehmen,1
Angst versuchen durch rationales Denken zu bekämpfen,-1
Angst ignorieren (so gut wie möglich),9
Angebot/Vertrag nicht annehmen,17
versuchen Kompromiss bezueglich des Ortes zu finden,0
mit dem Schiff fahren ,2
Therapie machen,6
Eine FreundIn/Bekannte(n) als Begleitperson mitbringen,-1
Ein Buch/Musik um waehrenddessen abgelenkt zu sein,4
Dich fragen was dir wichtiger ist: Vertrag o. Die unangenehme Flugsituation,3
Medikamente nehmen,1
Achtsamkeit praktizieren,5
(Meditative) Beruhigungsstrategien,5
Medikamente oder Alkohol,1
Waehrenddessen mit einem Freund reden (telefonieren),0
einen Freund mitnehmen,-1
"Kurzfristige Angst > Sport machen, um dennoch klar abwaegen zu koennen",0
"mit Freunden darueber reden, das relativiert das ganze",0
Freunde bitten mitzufliegen,3
"Ueber Therapie nachdenken > Fokus auf Lösung und nicht Problem, Notwendigkeit des ganzen festhalten und … ",-1
nicht alleine fliegen,3
"oefter kuerzere Fluege machen, langsam steigern",0
"Musik hoeren, anders Ablenken",0
"auf das konzentrieren, was nach dem Flug tolles passiert",3
darueber mit jemandem Reden,0
immer wieder den Flugablauf durchgehen,3
"Statistiken, wie sicher Fliegen ist anschauen",3
"Vor den Spiegel stellen und sagen, dass man es schaffen wird, schon schlimmeres ueberstanden hat",0
Angst haben ist okay,18
Ich koennte ein Seminar gegen Flugangst besuchen.,0
"Ich koennte mich ueber Methoden informieren, die mich vor und waehrend des Fluges beruhigen.",0
Ich koennte eine Freundin/Freund um Begleitung bitten.,-1
"Ich koennte mit anderen Menschen reden, die ebenso unter Flugangst leiden, mich informieren.",0
Ich koennte mich ueber die Sicherheit von Flugreisen informieren. ,0
Partner mitnehmen um beim Flug ruhiger zu sein > Hand des Partners halten bzw. Freundin mitnehmen,3
Benzodiazepin nehmen,1
sich fragen ob man bereit ist private Freundsch. & Familienkontakt f. Job aufgeben/reduzieren will & es sein lassen,-1
"Ablenkung - Musik, Filme, Lesen",4
"Ich stelle mir vor, dass der Vortrag die Angst wert ist",-1
ich lese Erfahrungsberichte von anderen Menschen mit Flugangst,-1
Ich spreche mit Freunden ueber die Angst,0
Ich stelle mir einen ruhigen und angenehmen Flug vor,3
Ich nehme vor dem Flug Beruhigungstabletten,1
Ich mache eine Flug-Angst-Therapie,1
Ich bete eine/n FreundIn mich zu begleiten,-1
Ich lehne das Angebot ab,17
"Meditieren, vor dem Flug.",-1
Zum Arzt gehen und um Rat bitten.,16
Ein Buch als Ablenkung mitnehmen (I love books),4
"Nicht zum Fenster setzen, um nicht rauszuschauen",-1
tief durchatmen und beten,-1
"daran denken, dass es bald vorbei ist, und dich tolles erwartet",33
"schlafen gehen, damit man nichts mitkriegt",-1
ich arbeite an meiner Flugangst > pers. Weiterentwicklung,-1
"ich mache mir klar, dass der Job wichtig genug ist, um dafuer Opfer zu bringen (bzw.) meine Grenzen zu durchbrechen",0
"ich frage eine Person, der ich vertraue oder das Flugpersonal fuer Unterstuetzung",0
"ich suche nach einer Alternative, z.B. Zugfahren",2
ich besorge mir Medikamente,1
Es einfach ertragen und sich der Angst stellen,-1
Schlaftabletten kaufen und den Flug durchschlafen,-1
Einen Freund bitten mit einem zu kommen und für einen da zu sein,22
Alkohol trinken um die Angst zu relativieren,-1
"ich stelle mich meiner Angst, arbeite an ihr",18
ich ignoriere meine Angst,9
ich sage den Job ab,17
ich suche mir einen Alternativjob,17
"ich ziehe auf Dauer an den Ort, (kein hin- & herfliegen)",-1
ich frage das Unternehmen nach einem anderen Job,-1
"ich reise alternativ an, nehme den Zeitverlust in Kauf",2
ich lenke mich während des Fluges ab,4
ich suche mir Begleitung für den Flug,3
ich bereite mich auf den Flug vor,3
Ich werde mir meines primären Ziels bewusst,23
Einsagen: „Es ist alles nur in deinem Kopf“,-1
Sich selbst Mut zusprechen,23
Meditieren,-1
Atemübungen,5
Mit jemandem darüber reden,27
Freunde/Familie anrufen,-1
„Es ist nicht so schlimm wie es aussieht“,33
„Einfach Augen zu und durch“,-1
"Sich Filme für den Computer runterladen, damit man während des Fluges abgelenkt wird",-1
ich lasse mich professionell von jmd. Gegen Flugangst hypnotisieren,6
ich reise mit Zug/Auto/Boot,2
ich nehme eine sehr starke Schlaftablette,1
"Ich durchstehe den Flug einfach, trotz meiner Angst",3
ich nehme den Job nicht an,17
ich betrinke mich vor dem Flug oder konsumiere andere Drogen zur Beruhigung,-1
ich frage ob ich von Zuhause arbeiten kann,-1
Ich bereite mich mit frequenter Meditation auf den Flug vor.,-1
Ich nehme Angstlösende Tabletten im Flugzeug.,1
"Ich fokussiere Mich auf das Ziel, das ich erreichen will.",-1
Ich lehne den Vertrag ab.,17
eine Therapie beginnen,6
den Vertrag ablehnen & nicht fliegen,3
"fliegen, obwohl ich Angst habe",3
fliegen und Beruhigungstabletten nehmen,1
mit jemandem darüber reden,27
Ich überwinde meine Angst und fliege trotzdem,3
Ich gehe in Therapie und erkunde die Gründe für meine Angst,6
Ich nehme mir die Zeit und fahre Zug,2
Ich frage meine Freundin ob sie mitfliegen würde,3
Ich schaue mir Zahlen zu Verkehrstoten und Flugzeugabstürzen an und werde mir der Relevanz meiner Angst bewusst.,-1
Beim Fliegen Videospiele spielen,-1
Atemtechnik zum entspannen,5
"sich klar machen, dass es ungefährlich ist",33
jemanden die Sorgen erzählen,-1
"jemanden dabei haben, der einen unterstützt",-1
sich nicht festlegen zu fliegen und es auf einmal einfach machen,-1
zu müde zum denken beim fliegen sein,-1
Sich tatsächliche Fälle über Flugangst beschaffen.,-1
An das Gefühl des Ankommens an der Stelle denken.,-1
Warum will ich dorthin fliegen: wegen des heiß begehrten Vertrags.,-1
Die Emotionen des Scheiterns wurde viel länger anhalten als die Flugangst.,-1
Mit einer vertrauten Person fliegen,3
Flugangst durch Therapie bewältigen,6
Betrunken ins Flugzeug steigen,-1
Schlaftabletten,1
Andere Transportmöglichkeiten um möglichst kurz zu Fliegen,2
Stoppschildtechnik > Mentaltrainingbereich,-1
"Körpergestik einnehmen die nicht Angst wiederspiegelt (z.B. aufrecht sitzen, mit erhobener Brust)",-1
wenn jemand bekannter mitfliegt > Unterhalten/ablenken,3
Schlafmedikamente,1
Angsttherapie,6
visualisieren von schönen Orten,-1
"Ich nehme Medikamente ein (Xanax, hooray!)",1
Ich segle,3
Ich suche einen Spezialisten auf (gegen Flugangst bzw. richtiger Umgang),-1
Ich informiere mich über Alternativen,-1
Ich lehne den Vertrag ab,17
Ich suche einen ähnlichen Job in einer näheren Umgebung,17
"Ich frage eine Freunde, ob sie mit mir fliegen können",3
Ich werde Luxus Class fliegen und es als Möglichkeit,3
Auf positive Aspekte konzentrieren,23
Vertraute Person fragen mitzufliegen,3
Angstbewältigungstrainin,6
Sich mit anderen Personen austauschen,-1
Medikamente (z.B. Beruhigungsmittel),1
Bewältigungsstrategien zurechtlegen,-1
Mit Unternehmen sprechen/fragen ob es andere Möglichkeit gibt,-1
Mich der Angst stellen - Fliegen!,3
Tipps bei Angehörigen suchen,-1
versuchen nicht emotional zu denken,9
mich mit tatsächlichen Risiken beschäftigen,16
ablenken (davor),4
Buch/Film währenddessen schauen,4
Beruhigungstabletten nehmen,1
"Bewusst mach, dass keine logische Angst ist",-1
Mit Flugzeugbesatzung sprechen,3
Angebot nicht annehmen,17
"mit jemanden darüber sprechen & verstehen, was der Angst zu Grunde liegt",18
beruhigende Mittel/Drogen mitnehmen,1
ein Glas Wasser trinken,12
ruhig durchatmen,-1
Pro/Contra-Liste,-1
Freunde/Familie um Rat bitten,21
sich über Mittel gegen Flugangst informieren,6
Mit der Jobaussicht abschließen und auf andere (nähere) Stellen bewerben,-1
Ich nehme den Job nicht an,17
Ich überwinde mich und fliege trotzdem,3
"Ich suche nach einem anderen Verkehrsmittel, das ich nutzen kann",2
Ich versuche durch psychologische Hilfe meine Flugangst zu überwinden,6
Ich spreche mit Freunden über meine Angst,18
"ich suche mir eine Person, die mir nahesteht und die mit mir hinfliegen kann",3
ich suche nach Tipps im Internet und in Büchern,-1
"ich überlege mir, ob ich diesen Job wirklich will und das Fliegen auf mich nehmen will",-1
Angstbewältigungskurs besuchen,-1
mit Freunden reden,-1
sich selbst Angst ausreden,18
„Augen zu & durch“,-1
Beruhigungstabletten,1
sich Ablenkungen suchen,-1
sich den Vertrag vor Augen halten,23
"evtl. Länger reisen, dafür mit Zug, Schiff, etc.",2
mit Leuten mit der gleichen Angst reden,18
ich versuche meine Angst zu ergründen & sie zu rationalisieren,18
ich gehe zu einer professionellen Therapie,6
ich stelle mir die Situation vor & stelle mir vor wie die Reise gut verläuft,-1
ich visualisiere mein Ziel (den neuen Job),-1
ich spreche mit der vertrauten Person,29
"Ich fliege privat eine Kurzstrecke, um mich an die Angst zu gewöhnen",3
"Ich frage einen Vertrauten, ob er/sie mich begleiten kann",-1
Informiere mich ausführlich über die Airline,3
lasse mich von Freunden beruhigen (& Familie),-1
fliege nicht,3
schaue mir die Statistik der Airline an,3
"wäge ab, ob sich das Risiko auszahlt",-1
Tabletten kaufen,1
Therapie machen,6
Freunde mit auf den Flug nehmen,3
"akzeptieren, falls du abstürzen solltest",3
Tipps gegen Flugangst suchen,6
mit Freunden darüber reden,27
jemanden fragen ob er mitfliegen kann,3
sich bis zum Flug ablenken,4
Strategien finden um ruhig zu bleiben,-1
"sich versichern, dass der Vertrag es wert ist hinzufliegen",3
Job doch nicht annehmen,17
"sich erkundigen, ob man auch anders anreisen kann",2
"Beruhigungstechniken lernen, um in der Situation entspannen zu sein",-1
sich informieren wie unwahrscheinlich Flugzeugabsturz ist,3
"mit Freunden & Familie darüber reden, um Emotionen freien Lauf zu lassen",-1
mit Therapeuten über Problem sprechen,6
sich auf tolle Gelegenheit konzentrieren anstatt auf Angst,-1
Ich lasse meine Flugangst therapieren.,6
Ich nehme den Job nicht an,17
"Ich frage nach, ob ich vllt von zu Hause arbeiten kann",-1
Ich nehme mir die Zeit und fahre mit dem Zug/Schiff,2
Ich rede mit Verwandten/Freunden und frage sie um Rat,-1
nach einem Fernbus-Zug-Mitfahrgelegenheit suchen,2
mir jemanden vertrauten mit ins Flugzeug nehmen,3
es als Möglichkeit zur Therapie betrachten,6
Das Angebot ablehnen,17
Skypegespräch der Firma anbieten,10
Direkter Umzug,-1
Pro-Kontra Liste erstellen,-1
Meinung von Freunden/Familie/Fremden einholen,-1
Angsttraining,6
Gespräch mit Arbeitgeber 1. anderer Unternehmensort,-1
2. anderes Reisemittel,2
3. mehr Kohle,30
Flugtraining,3
Ich werde eine Therapie machen,6
Ich werde den Job nicht annehmen,17
"Ich überwinde mich, und fliege trotzdem",3
"Ich bitte einer Freundin/Freund, dass er mit mir zusammen fliegen soll, damit ich nicht so viel Angst habe",3
"Ich frage die P, ob es möglich wäre die Aufgabe auch von zu Hause aus zu machen",-1
Ich rede mit Freunden/Familie darüber,-1
Ich informiere mich ü die Sicherheit von Flugzeugen,3
Ich versuche mich auf den schönen Ausblick zu freuen.,-1
Ich kontaktiere einen Verhaltenstherapeuten,6
"Ich nutze die Herausforderung, um mich meiner Flugangst zu stellen",-1
